devicename,deviceid,timestamp,incr,tokenid,seqnb,timestamp1,otl,otl_Unit,tt,tt_Unit,oga,oga_Unit,devicelist,ole,size_Unit,owi,ohe,oa,oa_Unit,obv,obv_Unit,orv,orv_Unit,otve,otve_Unit,speed,speed_Unit,owe,owe_Unit,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead,Clipping,PeError
0089PS06CT1,32.0,2017-07-23T12:50:58.078,2776.0,0089PS06CT12017-07-23T12:50:56901,7771.0,2017-07-23T12:50:56.036,7.24,inch,68.0,ms,61.22,inch,FC300008,6.6,inch,10.4,6.6,864.0,degree/10,4530.0,inch3/10,0.0,inch3/10,2751.0,mm/sec,537.6,ft/min,2.8,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:50:58.608,4186.0,0089PS06CT12017-07-23T12:50:56902,7772.0,2017-07-23T12:50:56.553,15.15,inch,141.0,ms,40.62,inch,FC300008,14.6,inch,20.0,12.8,891.0,degree/10,37376.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,7.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:50:59.136,5611.0,0089PS06CT12017-07-23T12:50:57903,7773.0,2017-07-23T12:50:57.060,23.62,inch,219.0,ms,30.9,inch,FC300008,23.4,inch,15.6,13.2,-27.0,degree/10,48185.0,inch3/10,0.0,inch3/10,2780.0,mm/sec,537.6,ft/min,21.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:50:59.471,6496.0,0089PS06CT12017-07-23T12:50:57904,7774.0,2017-07-23T12:50:57.408,15.15,inch,140.0,ms,22.4,inch,FC300008,14.2,inch,12.6,6.4,-21.0,degree/10,11451.0,inch3/10,0.0,inch3/10,2751.0,mm/sec,537.6,ft/min,5.4,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:50:59.925,7711.0,0089PS06CT12017-07-23T12:50:57905,7775.0,2017-07-23T12:50:57.885,24.84,inch,231.0,ms,26.65,inch,FC300008,23.8,inch,20.6,10.0,4.0,degree/10,49028.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,29.0,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:00.412,9016.0,0089PS06CT12017-07-23T12:50:58906,7776.0,2017-07-23T12:50:58.358,24.84,inch,230.0,ms,26.06,inch,FC300008,24.0,inch,15.0,6.4,-31.0,degree/10,23040.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,9.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:00.880,10261.0,0089PS06CT12017-07-23T12:50:58907,7777.0,2017-07-23T12:50:58.840,27.87,inch,257.0,ms,24.25,inch,FC300008,27.4,inch,12.8,11.4,-18.0,degree/10,39982.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,537.6,ft/min,17.1,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:01.411,11686.0,0089PS06CT12017-07-23T12:50:59908,7778.0,2017-07-23T12:50:59.345,25.47,inch,236.0,ms,29.09,inch,FC300008,24.8,inch,18.6,8.8,-11.0,degree/10,40593.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,19.8,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:01.687,12421.0,0089PS06CT12017-07-23T12:50:59909,7779.0,2017-07-23T12:50:59.637,12.12,inch,113.0,ms,19.37,inch,FC300008,10.8,inch,10.4,10.4,-124.0,degree/10,11681.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,3.6,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:02.126,13591.0,0089PS06CT12017-07-23T12:51:00910,7780.0,2017-07-23T12:51:00.082,14.52,inch,135.0,ms,33.34,inch,FC300008,14.2,inch,10.0,9.2,-25.0,degree/10,13064.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,3.6,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:02.382,14281.0,0089PS06CT12017-07-23T12:51:00911,7781.0,2017-07-23T12:51:00.334,8.46,inch,79.0,ms,18.77,inch,FC300008,8.4,inch,8.6,8.8,897.0,degree/10,6357.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,1.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:02.741,15241.0,0089PS06CT12017-07-23T12:51:00912,7782.0,2017-07-23T12:51:00.705,18.77,inch,173.0,ms,21.22,inch,FC300008,18.6,inch,13.4,12.8,-22.0,degree/10,31903.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,41.8,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:03.198,16471.0,0089PS06CT12017-07-23T12:51:01913,7783.0,2017-07-23T12:51:01.137,21.81,inch,201.0,ms,24.84,inch,FC300008,18.8,inch,24.8,9.0,-815.0,degree/10,41962.0,inch3/10,0.0,inch3/10,2765.0,mm/sec,537.6,ft/min,19.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:03.513,17311.0,0089PS06CT12017-07-23T12:51:01914,7784.0,2017-07-23T12:51:01.462,15.74,inch,146.0,ms,19.37,inch,FC300008,14.8,inch,12.8,10.8,-7.0,degree/10,20460.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,20.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:03.939,18451.0,0089PS06CT12017-07-23T12:51:01915,7785.0,2017-07-23T12:51:01.904,12.12,inch,112.0,ms,35.74,inch,FC300008,11.6,inch,17.8,10.6,880.0,degree/10,21887.0,inch3/10,0.0,inch3/10,2823.0,mm/sec,537.6,ft/min,36.3,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:04.531,20026.0,0089PS06CT12017-07-23T12:51:02916,7786.0,2017-07-23T12:51:02.482,24.25,inch,225.0,ms,38.18,inch,FC300008,23.6,inch,19.6,8.8,-12.0,degree/10,40705.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,34.9,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:05.172,21736.0,0089PS06CT12017-07-23T12:51:03917,7787.0,2017-07-23T12:51:03.121,27.87,inch,257.0,ms,41.22,inch,FC300008,27.8,inch,12.8,11.4,2.0,degree/10,40566.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,16.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:05.664,23056.0,0089PS06CT12017-07-23T12:51:03918,7788.0,2017-07-23T12:51:03.614,20.59,inch,190.0,ms,32.71,inch,FC300008,18.6,inch,10.6,8.4,-156.0,degree/10,16561.0,inch3/10,0.0,inch3/10,2757.0,mm/sec,537.6,ft/min,20.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:06.097,24211.0,0089PS06CT12017-07-23T12:51:04919,7789.0,2017-07-23T12:51:04.046,18.77,inch,174.0,ms,27.87,inch,FC300008,11.2,inch,16.2,2.2,-496.0,degree/10,3992.0,inch3/10,0.0,inch3/10,2794.0,mm/sec,537.6,ft/min,1.0,LB,0,0,0,0,1,1,0,0,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:06.384,24976.0,0089PS06CT12017-07-23T12:51:04920,7790.0,2017-07-23T12:51:04.344,12.71,inch,118.0,ms,19.37,inch,FC300008,12.4,inch,6.6,6.2,-16.0,degree/10,5074.0,inch3/10,0.0,inch3/10,2754.0,mm/sec,537.6,ft/min,6.4,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:07.513,27991.0,0089PS06CT12017-07-23T12:51:05921,7791.0,2017-07-23T12:51:05.473,18.18,inch,168.0,ms,103.7,inch,FC300008,17.8,inch,11.6,10.4,-10.0,degree/10,21474.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,40.8,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:51:37.137,41415.0,0089PS06CT12017-07-23T12:51:35922,7792.0,2017-07-23T12:51:35.093,14.52,inch,135.0,ms,-1.0,inch,FC300008,14.0,inch,10.6,3.6,-44.0,degree/10,5342.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,3.3,LB,0,1,1,0,0,0,0,1,1,0,0
